,ID,Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,text,processPost_text,tokens,stop_words_free,disambiguated,dediacritized
713,2018-Ar-02394,جيزان قبل قليل كمين محكم يؤدي بمقتل اكثر من 5 عسكريين سعوديين بينهم ضابط واسر 2 هذا سبب تحليق طائراتهم الجبانة بشكل هستيري الى جهنم,True,False,True,False,False,False,False,False,True,False,False,جيزان قبل قليل كمين محكم يؤدي بمقتل اكثر من 5 عسكريين سعوديين بينهم ضابط واسر 2 هذا سبب تحليق طائراتهم الجبانة بشكل هستيري الى جهنم,جيزان قبل قليل كمين محكم يؤدي بمقتل اكثر من عسكريين سعوديين بينهم ضابط واسر هذا سبب تحليق طائراتهم الجبانه بشكل هستيري الي جهنم,"['جيزان', 'قبل', 'قليل', 'كمين', 'محكم', 'يؤدي', 'بمقتل', 'اكثر', 'من', 'عسكريين', 'سعوديين', 'بينهم', 'ضابط', 'واسر', 'هذا', 'سبب', 'تحليق', 'طائراتهم', 'الجبانه', 'بشكل', 'هستيري', 'الي', 'جهنم']","['جيزان', 'قليل', 'كمين', 'محكم', 'يؤدي', 'بمقتل', 'اكثر', 'عسكريين', 'سعوديين', 'بينهم', 'ضابط', 'واسر', 'سبب', 'تحليق', 'طائراتهم', 'الجبانه', 'بشكل', 'هستيري', 'الي', 'جهنم']","['جِيزان', 'قَلِيل', 'كَمِين', 'مُحّ', 'أَدَّى', 'مَقْتَل', 'أَكْثَر', 'عَسْكَرِيّ', 'سَعُودِيّ', 'بَيْنَ', 'ضابِط', 'أُسْر', 'سَبَب', 'تَحْلِيق', 'طائِرَة', 'جَبانَة', 'شَكْل', 'هِسْتِيرِيّ', 'آل', 'جَهَنَّم']","['جيزان', 'قليل', 'كمين', 'مح', 'أدى', 'مقتل', 'أكثر', 'عسكري', 'سعودي', 'بين', 'ضابط', 'أسر', 'سبب', 'تحليق', 'طائرة', 'جبانة', 'شكل', 'هستيري', 'آل', 'جهنم']"
714,2018-Ar-00030,لم أعد أثق في الأحداث إيران تتربص وتجاهر والغرب يريد حصص وبعض من أهلها فتنو بعيال دحلان لن أغامر بخسارة مكة والمدينة حتى ولو بأذى صغير #,True,False,False,True,False,False,False,True,True,False,False,لم أعد أثق في الأحداث إيران تتربص وتجاهر والغرب يريد حصص وبعض من أهلها فتنو بعيال دحلان لن أغامر بخسارة مكة والمدينة حتى ولو بأذى صغير #,لم اعد اثق في الاحداث ايران تتربص وتجاهر والغرب يريد حصص وبعض من اهلها فتنو بعيال دحلان لن اغامر بخساره مكه والمدينه حتي ولو باذي صغير,"['لم', 'اعد', 'اثق', 'في', 'الاحداث', 'ايران', 'تتربص', 'وتجاهر', 'والغرب', 'يريد', 'حصص', 'وبعض', 'من', 'اهلها', 'فتنو', 'بعيال', 'دحلان', 'لن', 'اغامر', 'بخساره', 'مكه', 'والمدينه', 'حتي', 'ولو', 'باذي', 'صغير']","['اعد', 'اثق', 'الاحداث', 'ايران', 'تتربص', 'وتجاهر', 'والغرب', 'يريد', 'حصص', 'وبعض', 'اهلها', 'فتنو', 'بعيال', 'دحلان', 'اغامر', 'بخساره', 'مكه', 'والمدينه', 'حتي', 'باذي', 'صغير']","['أَعَدّ', 'وَثِق', 'حَدَث', 'إِيران', 'تَرَبَّص', 'جاهَر', 'غَرْب', 'أَراد', 'حِصَّة', 'بَعَّض', 'أَهَلّ', 'نَوَى', 'عِيال', 'دَحَلان', 'غامَر', 'خَسارَة', 'مَكَّة', 'مَدِين', 'حَتَّى', 'باذّ', 'صَغِير']","['أعد', 'وثق', 'حدث', 'إيران', 'تربص', 'جاهر', 'غرب', 'أراد', 'حصة', 'بعض', 'أهل', 'نوى', 'عيال', 'دحلان', 'غامر', 'خسارة', 'مكة', 'مدين', 'حتى', 'باذ', 'صغير']"
715,2018-Ar-00914,@ShababRadioOman اتفق مع الاخ ناصرالزيادي\n\nباتت المفرقعات تشكل خطوره قصوى من حيث الاضرار التي ممكن ان تخلفها\n\nالحل هو توعية الاباء للابناء,True,True,False,True,False,False,False,True,False,False,False,@ShababRadioOman اتفق مع الاخ ناصرالزيادي\n\nباتت المفرقعات تشكل خطوره قصوى من حيث الاضرار التي ممكن ان تخلفها\n\nالحل هو توعية الاباء للابناء,اتفق مع الاخ ناصرالزيادي باتت المفرقعات تشكل خطوره قصوي من حيث الاضرار التي ممكن ان تخلفها الحل هو توعيه الاباء للابناء,"['اتفق', 'مع', 'الاخ', 'ناصرالزيادي', 'باتت', 'المفرقعات', 'تشكل', 'خطوره', 'قصوي', 'من', 'حيث', 'الاضرار', 'التي', 'ممكن', 'ان', 'تخلفها', 'الحل', 'هو', 'توعيه', 'الاباء', 'للابناء']","['اتفق', 'الاخ', 'ناصرالزيادي', 'باتت', 'المفرقعات', 'تشكل', 'خطوره', 'قصوي', 'الاضرار', 'ممكن', 'ان', 'تخلفها', 'الحل', 'توعيه', 'الاباء', 'للابناء']","['ٱِتَّفَق', 'أَخ', 'ناصرالزيادي', 'بات', 'مُفَرْقِع', 'تَشَكَّل', 'خُطُورَة', 'أَقْصَى', 'إِضْرار', 'مُمْكِن', 'أَنْ', 'تَخَلُّف', 'حِلّ', 'تَوْعِيَة', 'إِباء', 'أَبْناء']","['ٱتفق', 'أخ', 'ناصرالزيادي', 'بات', 'مفرقع', 'تشكل', 'خطورة', 'أقصى', 'إضرار', 'ممكن', 'أن', 'تخلف', 'حل', 'توعية', 'إباء', 'أبناء']"
716,2018-Ar-01896,#قطع_كهرباء_الرويس_جريمه2 #حي_الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حالة المرضى,True,False,False,True,False,False,False,False,False,False,False,#قطع_كهرباء_الرويس_جريمه2 #حي_الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حالة المرضى,قطع كهرباء الرويس جريمه حي الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حاله المرضي,"['قطع', 'كهرباء', 'الرويس', 'جريمه', 'حي', 'الرويس', 'ما', 'سيحدث', 'من', 'قطع', 'الكهرباء', 'ستعيد', 'الحي', 'للعصر', 'الحجري', 'ناهيك', 'عن', 'ذعر', 'الاطفال', 'والعجائز', 'وسؤ', 'حاله', 'المرضي']","['قطع', 'كهرباء', 'الرويس', 'جريمه', 'حي', 'الرويس', 'سيحدث', 'قطع', 'الكهرباء', 'ستعيد', 'الحي', 'للعصر', 'الحجري', 'ناهيك', 'ذعر', 'الاطفال', 'والعجائز', 'وسؤ', 'حاله', 'المرضي']","['قَطَع', 'كَهْرَباء', 'الرويس', 'جَرِيمَة', 'حَيَّ', 'الرويس', 'حَدَث', 'قَطَع', 'كَهْرَباء', 'أَعاد', 'أَلْحَى', 'عَصْر', 'حَجَرِيّ', 'ناهِيكَ', 'ذَعَر', 'طِفْل', 'عَجُوز', 'وسؤ', 'حالَة', 'مُرْضِي']","['قطع', 'كهرباء', 'الرويس', 'جريمة', 'حي', 'الرويس', 'حدث', 'قطع', 'كهرباء', 'أعاد', 'ألحى', 'عصر', 'حجري', 'ناهيك', 'ذعر', 'طفل', 'عجوز', 'وسؤ', 'حالة', 'مرضي']"
717,2018-Ar-01845,أين المسئول الذي ينزل للشارع ليسمع معاناة المجتمع والناس,True,False,True,False,False,False,False,False,False,False,False,أين المسئول الذي ينزل للشارع ليسمع معاناة المجتمع والناس,اين المسئول الذي ينزل للشارع ليسمع معاناه المجتمع والناس,"['اين', 'المسئول', 'الذي', 'ينزل', 'للشارع', 'ليسمع', 'معاناه', 'المجتمع', 'والناس']","['اين', 'المسئول', 'ينزل', 'للشارع', 'ليسمع', 'معاناه', 'المجتمع', 'والناس']","['أَيْنَ', 'مَسْؤُول', 'نَزَّل', 'شارِع', 'سَمِع', 'مُعاناة', 'مُجْتَمِع', 'ناس']","['أين', 'مسؤول', 'نزل', 'شارع', 'سمع', 'معاناة', 'مجتمع', 'ناس']"
718,2018-Ar-00031,انا وياك انكتبنا فسطور الراحلين لايرجعنا عتاب ولايرجعنا حنين ولا شوق لذكرياتنا اللي مابين فرح وأنين،انتهينا فدرب الحب وبنفترق سنين,False,False,False,False,False,False,False,False,True,False,False,انا وياك انكتبنا فسطور الراحلين لايرجعنا عتاب ولايرجعنا حنين ولا شوق لذكرياتنا اللي مابين فرح وأنين،انتهينا فدرب الحب وبنفترق سنين,انا وياك انكتبنا فسطور الراحلين لايرجعنا عتاب ولايرجعنا حنين ولا شوق لذكرياتنا اللي مابين فرح وانينانتهينا فدرب الحب وبنفترق سنين,"['انا', 'وياك', 'انكتبنا', 'فسطور', 'الراحلين', 'لايرجعنا', 'عتاب', 'ولايرجعنا', 'حنين', 'ولا', 'شوق', 'لذكرياتنا', 'اللي', 'مابين', 'فرح', 'وانينانتهينا', 'فدرب', 'الحب', 'وبنفترق', 'سنين']","['انا', 'وياك', 'انكتبنا', 'فسطور', 'الراحلين', 'لايرجعنا', 'عتاب', 'ولايرجعنا', 'حنين', 'شوق', 'لذكرياتنا', 'اللي', 'مابين', 'فرح', 'وانينانتهينا', 'فدرب', 'الحب', 'وبنفترق', 'سنين']","['آن', 'وياك', 'ٱِنْكَتَب', 'سَطْر', 'راحِل', 'لايرجعنا', 'عِتاب', 'ولايرجعنا', 'حَنِين', 'شَوَّق', 'ذَكَرِيّ', 'لَيّ', 'بَيْنَ', 'فَرَح', 'وانينانتهينا', 'دَرْب', 'حُبّ', 'وبنفترق', 'سَنَة']","['آن', 'وياك', 'ٱنكتب', 'سطر', 'راحل', 'لايرجعنا', 'عتاب', 'ولايرجعنا', 'حنين', 'شوق', 'ذكري', 'لي', 'بين', 'فرح', 'وانينانتهينا', 'درب', 'حب', 'وبنفترق', 'سنة']"
719,2018-Ar-02826,ودي اعلمك ب همومي ولكني اخاف اعلمك فيها ما تقدرها #أخاف,False,False,False,True,False,False,False,False,True,False,False,ودي اعلمك ب همومي ولكني اخاف اعلمك فيها ما تقدرها #أخاف,ودي اعلمك ب همومي ولكني اخاف اعلمك فيها ما تقدرها اخاف,"['ودي', 'اعلمك', 'ب', 'همومي', 'ولكني', 'اخاف', 'اعلمك', 'فيها', 'ما', 'تقدرها', 'اخاف']","['ودي', 'اعلمك', 'همومي', 'ولكني', 'اخاف', 'اعلمك', 'تقدرها', 'اخاف']","['وُدّ', 'أَعْلَم', 'هَمّ', 'لَكّ', 'أَخاف', 'أَعْلَم', 'قَدَّر', 'أَخاف']","['ود', 'أعلم', 'هم', 'لك', 'أخاف', 'أعلم', 'قدر', 'أخاف']"
720,2018-Ar-02954,#اهالي_القصب_متذمرون_من_stc\n\nبرج الاتصالات مافيه الا شريحه وحده فور جي اللي تشتغل وعليه ضغط مو طبيعي,True,False,True,False,False,False,False,True,False,False,False,#اهالي_القصب_متذمرون_من_stc\n\nبرج الاتصالات مافيه الا شريحه وحده فور جي اللي تشتغل وعليه ضغط مو طبيعي,اهالي القصب متذمرون من برج الاتصالات مافيه الا شريحه وحده فور جي اللي تشتغل وعليه ضغط مو طبيعي,"['اهالي', 'القصب', 'متذمرون', 'من', 'برج', 'الاتصالات', 'مافيه', 'الا', 'شريحه', 'وحده', 'فور', 'جي', 'اللي', 'تشتغل', 'وعليه', 'ضغط', 'مو', 'طبيعي']","['اهالي', 'القصب', 'متذمرون', 'برج', 'الاتصالات', 'مافيه', 'الا', 'شريحه', 'وحده', 'فور', 'جي', 'اللي', 'تشتغل', 'وعليه', 'ضغط', 'مو', 'طبيعي']","['أَهْل', 'قَصَب', 'متذمرون', 'بُرْج', 'ٱِتِّصال', 'مافيه', 'آل', 'شَرِيحَة', 'وَحَّد', 'فَوْرَ', 'جِي', 'لَيّ', 'ٱِشْتَغَل', 'عُلِيَّة', 'أُضْغُط', 'مو', 'طَبِيعِيّ']","['أهل', 'قصب', 'متذمرون', 'برج', 'ٱتصال', 'مافيه', 'آل', 'شريحة', 'وحد', 'فور', 'جي', 'لي', 'ٱشتغل', 'علية', 'أضغط', 'مو', 'طبيعي']"
721,2018-Ar-01814,بتشتري ثياب كل شهر عا قد راتبي ؟ اي شو بدنا نأكل 😠,True,False,False,False,False,False,False,True,False,False,False,بتشتري ثياب كل شهر عا قد راتبي ؟ اي شو بدنا نأكل وجه غاضب ,بتشتري ثياب كل شهر عا قد راتبي اي شو بدنا ناكل وجه غاضب,"['بتشتري', 'ثياب', 'كل', 'شهر', 'عا', 'قد', 'راتبي', 'اي', 'شو', 'بدنا', 'ناكل', 'وجه', 'غاضب']","['بتشتري', 'ثياب', 'شهر', 'عا', 'راتبي', 'اي', 'شو', 'بدنا', 'ناكل', 'وجه', 'غاضب']","['بتشتري', 'ثَوْب', 'شَهَّر', 'عا', 'راتِب', 'أَيْ', 'شُو', 'باد', 'أَكَل', 'وَجَّه', 'غاضِب']","['بتشتري', 'ثوب', 'شهر', 'عا', 'راتب', 'أي', 'شو', 'باد', 'أكل', 'وجه', 'غاضب']"
722,2018-Ar-01804,قلبي يخفق بسرعه #خفقان #توتر,False,False,False,True,False,False,False,False,False,False,False,قلبي يخفق بسرعه #خفقان #توتر,قلبي يخفق بسرعه خفقان توتر,"['قلبي', 'يخفق', 'بسرعه', 'خفقان', 'توتر']","['قلبي', 'يخفق', 'بسرعه', 'خفقان', 'توتر']","['قَلْب', 'خَفَّق', 'سُرْع', 'خَفَقان', 'تَوَتُّر']","['قلب', 'خفق', 'سرع', 'خفقان', 'توتر']"
723,2018-Ar-00286,الأردن من شفتني و شافوني بحرهم ميت و هم ابطال في تطفلاتهم و ايضا يريدون رعاية خاصة لكثرة المعاقين اشطلعت هاي يعني الله غاضب عليهم,True,False,True,False,False,False,False,True,False,False,False,الأردن من شفتني و شافوني بحرهم ميت و هم ابطال في تطفلاتهم و ايضا يريدون رعاية خاصة لكثرة المعاقين اشطلعت هاي يعني الله غاضب عليهم,الاردن من شفتني و شافوني بحرهم ميت و هم ابطال في تطفلاتهم و ايضا يريدون رعايه خاصه لكثره المعاقين اشطلعت هاي يعني الله غاضب عليهم,"['الاردن', 'من', 'شفتني', 'و', 'شافوني', 'بحرهم', 'ميت', 'و', 'هم', 'ابطال', 'في', 'تطفلاتهم', 'و', 'ايضا', 'يريدون', 'رعايه', 'خاصه', 'لكثره', 'المعاقين', 'اشطلعت', 'هاي', 'يعني', 'الله', 'غاضب', 'عليهم']","['الاردن', 'شفتني', 'شافوني', 'بحرهم', 'ميت', 'ابطال', 'تطفلاتهم', 'ايضا', 'يريدون', 'رعايه', 'خاصه', 'لكثره', 'المعاقين', 'اشطلعت', 'هاي', 'يعني', 'الله', 'غاضب', 'عليهم']","['أُرْدُنّ', 'شَفَى', 'شاف', 'بَحَّر', 'مَيِّت', 'إِبْطال', 'تَطَفُّل', 'أَيْض', 'أَراد', 'رِعايَة', 'خاصّ', 'كَثَّر', 'مُعاق', 'اشطلعت', 'هاي', 'عَنَّى', 'اللَّه', 'غاضِب', 'عَلِيّ']","['أردن', 'شفى', 'شاف', 'بحر', 'ميت', 'إبطال', 'تطفل', 'أيض', 'أراد', 'رعاية', 'خاص', 'كثر', 'معاق', 'اشطلعت', 'هاي', 'عنى', 'الله', 'غاضب', 'علي']"
724,2018-Ar-02100,وشو حانق,True,False,False,False,False,False,False,False,False,False,False,وشو حانق,وشو حانق,"['وشو', 'حانق']","['وشو', 'حانق']","['شُو', 'حانِق']","['شو', 'حانق']"
725,2018-Ar-03474,#شور_بيت18 اللهم قوة ثم راحة بال ثم إستجابة لأدعية نتمناها كثيرا,False,False,False,False,False,False,True,False,False,False,False,#شور_بيت18 اللهم قوة ثم راحة بال ثم إستجابة لأدعية نتمناها كثيرا,شور بيت اللهم قوه ثم راحه بال ثم استجابه لادعيه نتمناها كثيرا,"['شور', 'بيت', 'اللهم', 'قوه', 'ثم', 'راحه', 'بال', 'ثم', 'استجابه', 'لادعيه', 'نتمناها', 'كثيرا']","['شور', 'بيت', 'اللهم', 'قوه', 'راحه', 'بال', 'استجابه', 'لادعيه', 'نتمناها']","['شَوَّر', 'بَيْت', 'اللّٰهُمَّ', 'قُوَّة', 'راحَة', 'بالِي', 'ٱِسْتَجاب', 'دُعاء', 'تَمَنَّى']","['شور', 'بيت', 'اللهم', 'قوة', 'راحة', 'بالي', 'ٱستجاب', 'دعاء', 'تمنى']"
726,2018-Ar-00867,ولا كلمة ولا عذر ولا تبرير ممكن يمتصوا غضبي،حاسة حالي بركان طول ماأنا مفتكرة الكلام اللي انقال.,True,False,False,False,False,False,False,False,False,False,False,ولا كلمة ولا عذر ولا تبرير ممكن يمتصوا غضبي،حاسة حالي بركان طول ماأنا مفتكرة الكلام اللي انقال.,ولا كلمه ولا عذر ولا تبرير ممكن يمتصوا غضبيحاسه حالي بركان طول ماانا مفتكره الكلام اللي انقال,"['ولا', 'كلمه', 'ولا', 'عذر', 'ولا', 'تبرير', 'ممكن', 'يمتصوا', 'غضبيحاسه', 'حالي', 'بركان', 'طول', 'ماانا', 'مفتكره', 'الكلام', 'اللي', 'انقال']","['كلمه', 'عذر', 'تبرير', 'ممكن', 'يمتصوا', 'غضبيحاسه', 'حالي', 'بركان', 'طول', 'ماانا', 'مفتكره', 'الكلام', 'اللي', 'انقال']","['كَلْم', 'عُذْر', 'تَبْرِير', 'مُمْكِن', 'ٱِمْتَصّ', 'غضبيحاسه', 'حال', 'بُرْكان', 'طُول', 'ماانا', 'مفتكره', 'كَلام', 'لَيّ', 'انقال']","['كلم', 'عذر', 'تبرير', 'ممكن', 'ٱمتص', 'غضبيحاسه', 'حال', 'بركان', 'طول', 'ماانا', 'مفتكره', 'كلام', 'لي', 'انقال']"
727,2018-Ar-02233,@le_minaa @fadysameh15 -حضرتك ابنك فاشل وبشتكي منه اهو 😠\n=وانا مالي ماتكلم ابوه 😂😂\nاية العيلة دي,True,False,True,False,False,False,False,True,False,False,False,@le_minaa @fadysameh15 -حضرتك ابنك فاشل وبشتكي منه اهو وجه غاضب \n=وانا مالي ماتكلم ابوه وجه بدموع فرح وجه بدموع فرح \nاية العيلة دي,حضرتك ابنك فاشل وبشتكي منه اهو وجه غاضب وانا مالي ماتكلم ابوه وجه بدموع فرح وجه بدموع فرح ايه العيله دي,"['حضرتك', 'ابنك', 'فاشل', 'وبشتكي', 'منه', 'اهو', 'وجه', 'غاضب', 'وانا', 'مالي', 'ماتكلم', 'ابوه', 'وجه', 'بدموع', 'فرح', 'وجه', 'بدموع', 'فرح', 'ايه', 'العيله', 'دي']","['حضرتك', 'ابنك', 'فاشل', 'وبشتكي', 'اهو', 'وجه', 'غاضب', 'وانا', 'مالي', 'ماتكلم', 'ابوه', 'وجه', 'بدموع', 'فرح', 'وجه', 'بدموع', 'فرح', 'ايه', 'العيله', 'دي']","['حَضَّر', 'آب', 'فاشِل', 'وبشتكي', 'هَوَى', 'وَجَّه', 'غاضِب', 'آن', 'مَآل', 'ماتكلم', 'آب', 'وَجَّه', 'دَمُوع', 'فَرَح', 'وَجَّه', 'دَمُوع', 'فَرَح', 'آيَة', 'العيله', 'دِي']","['حضر', 'آب', 'فاشل', 'وبشتكي', 'هوى', 'وجه', 'غاضب', 'آن', 'مآل', 'ماتكلم', 'آب', 'وجه', 'دموع', 'فرح', 'وجه', 'دموع', 'فرح', 'آية', 'العيله', 'دي']"
728,2018-Ar-02919,ليت الأحاسيس تتصور وصورها ودي تشوف بعيونك كيف تحزني,False,False,False,False,False,False,False,False,True,False,False,ليت الأحاسيس تتصور وصورها ودي تشوف بعيونك كيف تحزني,ليت الاحاسيس تتصور وصورها ودي تشوف بعيونك كيف تحزني,"['ليت', 'الاحاسيس', 'تتصور', 'وصورها', 'ودي', 'تشوف', 'بعيونك', 'كيف', 'تحزني']","['الاحاسيس', 'تتصور', 'وصورها', 'ودي', 'تشوف', 'بعيونك', 'تحزني']","['الاحاسيس', 'تَصَوَّر', 'صَوَّر', 'وُدّ', 'تَشَوَّف', 'عَيْن', 'تَحَزُّن']","['الاحاسيس', 'تصور', 'صور', 'ود', 'تشوف', 'عين', 'تحزن']"
729,2018-Ar-00651,شكرا لك ربما تسرعي في الكتابة ساعة ما فجعني خبر مقتل أبرياء وهم يتسحرون جعلني أقتصر على بضع كلمات تعبر عن غضبي,True,False,False,False,False,False,False,False,True,False,False,شكرا لك ربما تسرعي في الكتابة ساعة ما فجعني خبر مقتل أبرياء وهم يتسحرون جعلني أقتصر على بضع كلمات تعبر عن غضبي,شكرا لك ربما تسرعي في الكتابه ساعه ما فجعني خبر مقتل ابرياء وهم يتسحرون جعلني اقتصر علي بضع كلمات تعبر عن غضبي,"['شكرا', 'لك', 'ربما', 'تسرعي', 'في', 'الكتابه', 'ساعه', 'ما', 'فجعني', 'خبر', 'مقتل', 'ابرياء', 'وهم', 'يتسحرون', 'جعلني', 'اقتصر', 'علي', 'بضع', 'كلمات', 'تعبر', 'عن', 'غضبي']","['شكرا', 'ربما', 'تسرعي', 'الكتابه', 'ساعه', 'فجعني', 'خبر', 'مقتل', 'ابرياء', 'وهم', 'يتسحرون', 'جعلني', 'اقتصر', 'علي', 'كلمات', 'تعبر', 'غضبي']","['شُكْر', 'رُبَّما', 'تَسَرُّع', 'كِتابَة', 'ساعَة', 'فَجَّع', 'خَبُر', 'مَقْتَل', 'أَبْرِياء', 'وَهَم', 'تَسَحَّر', 'جَعَل', 'ٱِقْتَصَر', 'عَلِيّ', 'كَلِمَة', 'عَبَّر', 'غَضَب']","['شكر', 'ربما', 'تسرع', 'كتابة', 'ساعة', 'فجع', 'خبر', 'مقتل', 'أبرياء', 'وهم', 'تسحر', 'جعل', 'ٱقتصر', 'علي', 'كلمة', 'عبر', 'غضب']"
730,2018-Ar-00790,قمة الراحة النفسية لم تشوف علي خان يغرد ^ ياخي تحس بسعاده ابديه موو,False,False,False,False,True,True,True,False,False,False,False,قمة الراحة النفسية لم تشوف علي خان يغرد ^ ياخي تحس بسعاده ابديه موو,قمه الراحه النفسيه لم تشوف علي خان يغرد ياخي تحس بسعاده ابديه موو,"['قمه', 'الراحه', 'النفسيه', 'لم', 'تشوف', 'علي', 'خان', 'يغرد', 'ياخي', 'تحس', 'بسعاده', 'ابديه', 'موو']","['قمه', 'الراحه', 'النفسيه', 'تشوف', 'علي', 'خان', 'يغرد', 'ياخي', 'تحس', 'بسعاده', 'ابديه', 'موو']","['قِمَّة', 'راحَة', 'نَفْسِيّ', 'تَشَوَّف', 'عَلِيّ', 'خان', 'غَرَّد', 'ياخي', 'أَحَسّ', 'سَعادَة', 'أَبَد', 'موو']","['قمة', 'راحة', 'نفسي', 'تشوف', 'علي', 'خان', 'غرد', 'ياخي', 'أحس', 'سعادة', 'أبد', 'موو']"
731,2018-Ar-01478,لاا كفاية وجع بطن 😣,True,False,False,False,False,False,False,False,True,False,False,لاا كفاية وجع بطن وجه جاد ,لاا كفايه وجع بطن وجه جاد,"['لاا', 'كفايه', 'وجع', 'بطن', 'وجه', 'جاد']","['لاا', 'كفايه', 'وجع', 'بطن', 'وجه', 'جاد']","['لاا', 'كِفايَة', 'وَجِع', 'بَطَن', 'وَجَّه', 'جاد']","['لاا', 'كفاية', 'وجع', 'بطن', 'وجه', 'جاد']"
732,2018-Ar-01100,يالا الأسى. . حتى الوطن بات مثلنا تماماً  ، شيئاً طارئاً \n#ليبيا #سهرية,True,False,False,False,False,False,False,True,True,False,False,يالا الأسى. . حتى الوطن بات مثلنا تماماً ، شيئاً طارئاً \n#ليبيا #سهرية,يالا الاسي حتي الوطن بات مثلنا تماماً شيئاً طارئاً ليبيا سهريه,"['يالا', 'الاسي', 'حتي', 'الوطن', 'بات', 'مثلنا', 'تماماً', 'شيئاً', 'طارئاً', 'ليبيا', 'سهريه']","['يالا', 'الاسي', 'حتي', 'الوطن', 'مثلنا', 'تماماً', 'شيئاً', 'طارئاً', 'ليبيا', 'سهريه']","['يالا', 'أُسِّيّ', 'حَتَّى', 'وَطَن', 'مَثَل', 'تَمام', 'شَيْء', 'طارِئ', 'لِيبِيّ', 'سهريه']","['يالا', 'أسي', 'حتى', 'وطن', 'مثل', 'تمام', 'شيء', 'طارئ', 'ليبي', 'سهريه']"
733,2018-Ar-03858,والله إن في قلبك بساتين من الفرح والسعادة والجمال فقط يحتاج منك إلى أن ترويه بقطرات من الثقة والتفاؤل والإيمان فدع عنك الهم,False,False,False,False,True,False,True,False,False,False,False,والله إن في قلبك بساتين من الفرح والسعادة والجمال فقط يحتاج منك إلى أن ترويه بقطرات من الثقة والتفاؤل والإيمان فدع عنك الهم,والله ان في قلبك بساتين من الفرح والسعاده والجمال فقط يحتاج منك الي ان ترويه بقطرات من الثقه والتفاؤل والايمان فدع عنك الهم,"['والله', 'ان', 'في', 'قلبك', 'بساتين', 'من', 'الفرح', 'والسعاده', 'والجمال', 'فقط', 'يحتاج', 'منك', 'الي', 'ان', 'ترويه', 'بقطرات', 'من', 'الثقه', 'والتفاؤل', 'والايمان', 'فدع', 'عنك', 'الهم']","['والله', 'ان', 'قلبك', 'بساتين', 'الفرح', 'والسعاده', 'والجمال', 'فقط', 'يحتاج', 'منك', 'الي', 'ان', 'ترويه', 'بقطرات', 'الثقه', 'والتفاؤل', 'والايمان', 'فدع', 'عنك', 'الهم']","['اللَّه', 'أَنْ', 'قَلَّب', 'بُسْتان', 'فَرَح', 'سَعادَة', 'جَمال', 'فَقَط', 'ٱِحْتاج', 'مِن', 'آل', 'أَنْ', 'تَرَوِّي', 'قَطْرَة', 'ثِقَة', 'تَفاؤُل', 'أَيِّم', 'دَعّ', 'عَن', 'آل']","['الله', 'أن', 'قلب', 'بستان', 'فرح', 'سعادة', 'جمال', 'فقط', 'ٱحتاج', 'من', 'آل', 'أن', 'تروي', 'قطرة', 'ثقة', 'تفاؤل', 'أيم', 'دع', 'عن', 'آل']"
734,2018-Ar-01254,أمر غريب حين تجد اكاونت بتويتر يضج بالحياة والموسيقى والرقص والألوان وبعد التعرف إلى صاحبته تجدها في عزلة واكتئاب,False,False,False,False,False,False,False,False,True,True,False,أمر غريب حين تجد اكاونت بتويتر يضج بالحياة والموسيقى والرقص والألوان وبعد التعرف إلى صاحبته تجدها في عزلة واكتئاب,امر غريب حين تجد اكاونت بتويتر يضج بالحياه والموسيقي والرقص والالوان وبعد التعرف الي صاحبته تجدها في عزله واكتئاب,"['امر', 'غريب', 'حين', 'تجد', 'اكاونت', 'بتويتر', 'يضج', 'بالحياه', 'والموسيقي', 'والرقص', 'والالوان', 'وبعد', 'التعرف', 'الي', 'صاحبته', 'تجدها', 'في', 'عزله', 'واكتئاب']","['امر', 'غريب', 'تجد', 'اكاونت', 'بتويتر', 'يضج', 'بالحياه', 'والموسيقي', 'والرقص', 'والالوان', 'وبعد', 'التعرف', 'الي', 'صاحبته', 'تجدها', 'عزله', 'واكتئاب']","['آمِر', 'غَرِيب', 'أَجاد', 'اكاونت', 'بتويتر', 'أَضَجّ', 'حَياة', 'مُوسِيقِيّ', 'رَقْص', 'أَلْوان', 'بُعْد', 'تَعَرُّف', 'آل', 'صاحِب', 'أَجَدّ', 'أَعْزَل', 'ٱِكْتِئاب']","['آمر', 'غريب', 'أجاد', 'اكاونت', 'بتويتر', 'أضج', 'حياة', 'موسيقي', 'رقص', 'ألوان', 'بعد', 'تعرف', 'آل', 'صاحب', 'أجد', 'أعزل', 'ٱكتئاب']"
